,zip_code,year,Alley Lights Out,Alley Lights Out_completion_rate,Tree Debris,Tree Debris_completion_rate,Abandoned Vehicles,Abandoned Vehicles_completion_rate,Garbage Carts,Garbage Carts_completion_rate,Graffiti Removal,Graffiti Removal_completion_rate,Rodent Baiting,Rodent Baiting_completion_rate,Tree Trims,Tree Trims_completion_rate,Sanitation Code Complaints,Sanitation Code Complaints_completion_rate,Street Lights - All Out,Street Lights - All Out_completion_rate,Street Lights - One Out,Street Lights - One Out_completion_rate
329,60639,2012,519.0,1.0,461.0,1.0,727.0,1.0,1460.0,1.0,6858.0,1.0,936.0,1.0,1066.0,1.0,540.0,1.0,1445.0,1.0,843.0,1.0
330,60639,2013,410.0,1.0,798.0,1.0,660.0,1.0,1467.0,1.0,7157.0,1.0,608.0,1.0,1269.0,1.0,571.0,1.0,1024.0,1.0,551.0,1.0
331,60639,2014,570.0,1.0,252.0,1.0,792.0,1.0,1543.0,1.0,6467.0,1.0,827.0,1.0,1749.0,0.9994282447112636,624.0,1.0,644.0,1.0,1342.0,1.0
332,60639,2015,826.0,1.0,245.0,1.0,1038.0,1.0,1726.0,1.0,5568.0,1.0,918.0,1.0,1393.0,0.994256999282125,564.0,1.0,503.0,1.0,2184.0,1.0
333,60639,2016,947.0,1.0,286.0,1.0,1424.0,1.0,1902.0,1.0,4470.0,1.0,1272.0,1.0,1177.0,0.9983007646559049,501.0,1.0,375.0,1.0,1874.0,1.0
334,60639,2017,945.0,0.8539682539682539,264.0,1.0,1266.0,1.0,1688.0,1.0,3132.0,0.9996807151979565,1451.0,1.0,891.0,1.0,588.0,1.0,257.0,1.0,1265.0,1.0
336,60640,2010,4.0,1.0,2.0,1.0,23.0,1.0,7.0,1.0,0.0,0.0,2.0,1.0,256.0,1.0,0.0,0.0,1.0,1.0,9.0,1.0
337,60640,2011,429.0,1.0,200.0,1.0,360.0,1.0,229.0,1.0,1887.0,1.0,386.0,1.0,477.0,1.0,228.0,1.0,548.0,1.0,366.0,1.0
338,60640,2012,167.0,1.0,130.0,1.0,291.0,1.0,286.0,1.0,2117.0,1.0,650.0,1.0,764.0,1.0,203.0,1.0,572.0,1.0,210.0,1.0
339,60640,2013,144.0,1.0,127.0,1.0,373.0,1.0,222.0,1.0,2106.0,1.0,438.0,1.0,1092.0,1.0,194.0,1.0,438.0,1.0,248.0,1.0
340,60640,2014,199.0,1.0,167.0,1.0,455.0,1.0,280.0,1.0,2147.0,1.0,668.0,1.0,665.0,1.0,332.0,1.0,294.0,1.0,448.0,1.0
341,60640,2015,209.0,1.0,139.0,1.0,464.0,1.0,228.0,1.0,2766.0,1.0,711.0,1.0,639.0,1.0,383.0,1.0,149.0,1.0,648.0,1.0
342,60640,2016,341.0,1.0,166.0,1.0,478.0,1.0,311.0,1.0,2462.0,1.0,1089.0,1.0,441.0,1.0,343.0,1.0,163.0,1.0,667.0,1.0
343,60640,2017,224.0,1.0,161.0,1.0,465.0,0.9978494623655914,288.0,1.0,2463.0,1.0,1024.0,1.0,823.0,1.0,315.0,1.0,127.0,1.0,619.0,1.0
345,60641,2010,21.0,1.0,0.0,0.0,27.0,1.0,27.0,1.0,0.0,0.0,4.0,1.0,591.0,1.0,1.0,1.0,11.0,1.0,56.0,1.0
346,60641,2011,1179.0,1.0,418.0,1.0,728.0,1.0,1109.0,1.0,3671.0,1.0,1130.0,1.0,980.0,1.0,373.0,1.0,1402.0,1.0,1057.0,1.0
347,60641,2012,481.0,1.0,365.0,1.0,765.0,1.0,1157.0,1.0,5559.0,1.0,1442.0,1.0,928.0,1.0,482.0,1.0,1338.0,1.0,675.0,1.0
348,60641,2013,349.0,1.0,738.0,1.0,805.0,1.0,1182.0,1.0,6398.0,1.0,1125.0,1.0,1073.0,1.0,387.0,1.0,1238.0,1.0,459.0,1.0
349,60641,2014,382.0,1.0,232.0,1.0,999.0,1.0,1068.0,1.0,5066.0,1.0,976.0,1.0,1388.0,1.0,449.0,1.0,719.0,1.0,1635.0,1.0
350,60641,2015,738.0,1.0,343.0,1.0,1035.0,1.0,1202.0,1.0,4927.0,1.0,1190.0,1.0,1192.0,0.9949664429530202,431.0,1.0,397.0,1.0,1977.0,1.0
351,60641,2016,689.0,1.0,377.0,1.0,1312.0,1.0,1450.0,1.0,3784.0,1.0,1829.0,1.0,1020.0,0.9980392156862745,406.0,1.0,356.0,1.0,2041.0,1.0
352,60641,2017,779.0,0.9653401797175867,316.0,1.0,1172.0,1.0,1237.0,1.0,3041.0,1.0,1618.0,1.0,954.0,1.0,440.0,0.9977272727272727,351.0,1.0,1829.0,1.0
354,60642,2010,10.0,1.0,0.0,0.0,10.0,1.0,12.0,1.0,0.0,0.0,3.0,1.0,32.0,1.0,0.0,0.0,3.0,1.0,13.0,1.0
355,60642,2011,202.0,1.0,27.0,1.0,201.0,1.0,155.0,1.0,1911.0,1.0,247.0,1.0,78.0,1.0,132.0,1.0,428.0,1.0,182.0,1.0
356,60642,2012,109.0,1.0,40.0,1.0,179.0,1.0,187.0,1.0,1750.0,1.0,294.0,1.0,158.0,1.0,170.0,1.0,251.0,1.0,154.0,1.0
357,60642,2013,54.0,1.0,26.0,1.0,178.0,1.0,160.0,1.0,2094.0,1.0,275.0,1.0,160.0,1.0,170.0,1.0,309.0,1.0,123.0,1.0
358,60642,2014,86.0,1.0,39.0,1.0,259.0,1.0,235.0,1.0,2080.0,1.0,298.0,1.0,126.0,1.0,181.0,1.0,142.0,1.0,314.0,1.0
359,60642,2015,106.0,1.0,34.0,1.0,257.0,1.0,253.0,1.0,1724.0,1.0,353.0,1.0,148.0,1.0,264.0,1.0,137.0,1.0,500.0,1.0
360,60642,2016,116.0,1.0,45.0,1.0,282.0,1.0,267.0,1.0,1478.0,1.0,623.0,1.0,338.0,1.0,175.0,1.0,120.0,1.0,555.0,1.0
361,60642,2017,114.0,1.0,43.0,1.0,270.0,1.0,280.0,0.9928571428571429,1579.0,1.0,529.0,1.0,170.0,0.9647058823529412,183.0,1.0,135.0,1.0,647.0,1.0
363,60643,2010,60.0,1.0,7.0,1.0,24.0,1.0,160.0,1.0,0.0,0.0,0.0,0.0,600.0,1.0,5.0,1.0,22.0,1.0,58.0,1.0
364,60643,2011,1226.0,1.0,1980.0,1.0,320.0,1.0,1788.0,1.0,129.0,1.0,306.0,1.0,1305.0,1.0,376.0,1.0,2758.0,1.0,1300.0,1.0
365,60643,2012,773.0,1.0,2762.0,1.0,303.0,1.0,1865.0,1.0,139.0,1.0,372.0,1.0,1426.0,1.0,425.0,1.0,2480.0,1.0,1290.0,1.0
366,60643,2013,595.0,1.0,2104.0,1.0,292.0,1.0,1673.0,1.0,151.0,1.0,270.0,1.0,2436.0,1.0,397.0,1.0,2044.0,1.0,1067.0,1.0
367,60643,2014,972.0,1.0,2639.0,1.0,284.0,1.0,1633.0,1.0,151.0,1.0,243.0,1.0,2351.0,1.0,321.0,1.0,1233.0,1.0,2914.0,1.0
368,60643,2015,971.0,1.0,1693.0,1.0,446.0,1.0,1799.0,1.0,185.0,1.0,259.0,1.0,1330.0,0.9857142857142858,323.0,1.0,759.0,1.0,3586.0,1.0
369,60643,2016,1000.0,1.0,2048.0,1.0,492.0,1.0,2014.0,1.0,126.0,1.0,721.0,1.0,1698.0,0.9946996466431095,592.0,1.0,768.0,1.0,3786.0,1.0
370,60643,2017,947.0,0.9514255543822597,1330.0,1.0,493.0,1.0,1836.0,0.9994553376906318,85.0,1.0,557.0,1.0,1058.0,0.998109640831758,421.0,0.9928741092636579,622.0,1.0,3217.0,0.999067454149829
372,60644,2010,29.0,1.0,6.0,1.0,12.0,1.0,105.0,1.0,0.0,0.0,7.0,1.0,84.0,1.0,5.0,1.0,6.0,1.0,108.0,1.0
373,60644,2011,720.0,1.0,486.0,1.0,418.0,1.0,1590.0,1.0,762.0,1.0,903.0,1.0,660.0,1.0,352.0,1.0,1651.0,1.0,874.0,1.0
374,60644,2012,522.0,1.0,679.0,1.0,301.0,1.0,1773.0,1.0,418.0,1.0,827.0,1.0,889.0,1.0,481.0,1.0,1581.0,1.0,903.0,1.0
375,60644,2013,303.0,1.0,643.0,1.0,320.0,1.0,1219.0,1.0,397.0,1.0,575.0,1.0,859.0,1.0,453.0,1.0,1384.0,1.0,479.0,1.0
376,60644,2014,503.0,1.0,544.0,1.0,265.0,1.0,1216.0,1.0,396.0,1.0,500.0,1.0,742.0,1.0,564.0,1.0,602.0,1.0,1534.0,1.0
377,60644,2015,540.0,1.0,444.0,1.0,313.0,1.0,1281.0,1.0,483.0,1.0,450.0,1.0,600.0,0.995,446.0,1.0,373.0,1.0,1844.0,1.0
378,60644,2016,629.0,1.0,610.0,1.0,504.0,1.0,1230.0,1.0,345.0,1.0,795.0,1.0,678.0,0.9941002949852508,398.0,1.0,269.0,1.0,1515.0,1.0
379,60644,2017,582.0,0.9896907216494846,541.0,1.0,477.0,1.0,1159.0,1.0,367.0,1.0,732.0,1.0,661.0,0.9984871406959153,452.0,1.0,275.0,1.0,1404.0,1.0
381,60645,2010,17.0,1.0,0.0,0.0,15.0,1.0,55.0,1.0,0.0,0.0,2.0,1.0,305.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0
382,60645,2011,551.0,1.0,382.0,1.0,347.0,1.0,612.0,1.0,902.0,1.0,380.0,1.0,511.0,1.0,262.0,1.0,594.0,1.0,373.0,1.0
383,60645,2012,194.0,1.0,297.0,1.0,386.0,1.0,698.0,1.0,1201.0,1.0,786.0,1.0,724.0,1.0,221.0,1.0,576.0,1.0,431.0,1.0
384,60645,2013,156.0,1.0,337.0,1.0,437.0,1.0,564.0,1.0,1620.0,1.0,1090.0,1.0,1018.0,1.0,220.0,1.0,442.0,1.0,327.0,1.0
385,60645,2014,174.0,1.0,284.0,1.0,456.0,1.0,609.0,1.0,1557.0,1.0,1417.0,1.0,550.0,1.0,209.0,1.0,238.0,1.0,658.0,1.0
386,60645,2015,241.0,1.0,637.0,1.0,516.0,1.0,808.0,1.0,1423.0,1.0,1682.0,1.0,673.0,0.986627043090639,210.0,1.0,191.0,1.0,860.0,1.0
387,60645,2016,386.0,1.0,414.0,1.0,635.0,1.0,963.0,1.0,802.0,1.0,1791.0,1.0,706.0,0.9985835694050992,245.0,1.0,142.0,1.0,755.0,1.0
388,60645,2017,197.0,0.9949238578680203,347.0,1.0,621.0,1.0,701.0,1.0,944.0,1.0,1420.0,1.0,415.0,1.0,230.0,1.0,79.0,1.0,520.0,1.0
390,60646,2010,10.0,1.0,1.0,1.0,7.0,1.0,33.0,1.0,0.0,0.0,0.0,0.0,378.0,1.0,1.0,1.0,4.0,1.0,26.0,1.0
391,60646,2011,542.0,1.0,531.0,1.0,346.0,1.0,619.0,1.0,194.0,1.0,196.0,1.0,818.0,1.0,147.0,1.0,886.0,1.0,593.0,1.0
392,60646,2012,191.0,1.0,415.0,1.0,247.0,1.0,626.0,1.0,399.0,1.0,225.0,1.0,853.0,1.0,156.0,1.0,480.0,1.0,329.0,1.0
393,60646,2013,144.0,1.0,582.0,1.0,359.0,1.0,779.0,1.0,218.0,1.0,205.0,1.0,924.0,1.0,181.0,1.0,625.0,1.0,211.0,1.0
394,60646,2014,154.0,1.0,414.0,1.0,338.0,1.0,655.0,1.0,229.0,1.0,259.0,1.0,886.0,0.9977426636568849,109.0,1.0,326.0,1.0,625.0,1.0
395,60646,2015,292.0,1.0,840.0,1.0,368.0,1.0,584.0,1.0,269.0,1.0,322.0,1.0,822.0,0.9914841849148418,118.0,1.0,221.0,1.0,819.0,1.0
396,60646,2016,319.0,1.0,382.0,0.9973821989528796,364.0,1.0,717.0,1.0,135.0,1.0,387.0,1.0,717.0,0.99860529986053,147.0,1.0,219.0,1.0,1003.0,1.0
397,60646,2017,247.0,0.9757085020242915,359.0,1.0,357.0,1.0,655.0,1.0,177.0,1.0,451.0,1.0,537.0,0.9981378026070763,94.0,1.0,163.0,1.0,705.0,0.9985815602836879
399,60647,2010,44.0,1.0,4.0,1.0,38.0,1.0,51.0,1.0,0.0,0.0,14.0,1.0,496.0,1.0,4.0,1.0,5.0,1.0,83.0,1.0
400,60647,2011,1194.0,1.0,264.0,1.0,880.0,1.0,1166.0,1.0,7190.0,1.0,1802.0,1.0,781.0,1.0,589.0,1.0,1797.0,1.0,752.0,1.0
401,60647,2012,560.0,1.0,315.0,1.0,885.0,1.0,1113.0,1.0,9426.0,1.0,2588.0,1.0,990.0,1.0,644.0,1.0,1237.0,1.0,643.0,1.0
402,60647,2013,318.0,1.0,485.0,1.0,810.0,1.0,1142.0,1.0,12110.0,1.0,2116.0,1.0,921.0,1.0,674.0,1.0,1282.0,1.0,453.0,1.0
403,60647,2014,426.0,1.0,284.0,1.0,803.0,1.0,1247.0,1.0,11337.0,1.0,2128.0,1.0,1708.0,0.9994145199063232,825.0,1.0,646.0,1.0,1242.0,1.0
404,60647,2015,631.0,1.0,242.0,1.0,967.0,1.0,1349.0,1.0,10687.0,1.0,1928.0,1.0,1021.0,0.9980411361410382,804.0,1.0,448.0,1.0,2117.0,1.0
405,60647,2016,816.0,1.0,433.0,1.0,1120.0,1.0,2380.0,1.0,10322.0,1.0,2380.0,1.0,1437.0,1.0,800.0,1.0,423.0,1.0,2186.0,1.0
406,60647,2017,627.0,0.9760765550239234,299.0,1.0,988.0,0.9989878542510121,2185.0,1.0,9581.0,1.0,2561.0,1.0,1069.0,1.0,802.0,0.9987531172069826,328.0,1.0,1795.0,1.0
408,60649,2010,30.0,1.0,5.0,1.0,9.0,1.0,61.0,1.0,0.0,0.0,0.0,0.0,230.0,1.0,5.0,1.0,37.0,1.0,32.0,1.0
409,60649,2011,649.0,1.0,332.0,1.0,405.0,1.0,610.0,1.0,198.0,1.0,355.0,1.0,398.0,1.0,510.0,1.0,1831.0,1.0,550.0,1.0
410,60649,2012,316.0,1.0,525.0,1.0,252.0,1.0,657.0,1.0,339.0,1.0,250.0,1.0,535.0,1.0,545.0,1.0,1349.0,1.0,477.0,1.0
411,60649,2013,309.0,1.0,390.0,1.0,226.0,1.0,711.0,1.0,328.0,1.0,160.0,1.0,483.0,1.0,468.0,1.0,1064.0,1.0,453.0,1.0
412,60649,2014,658.0,1.0,395.0,1.0,291.0,1.0,682.0,1.0,259.0,1.0,166.0,1.0,1258.0,1.0,393.0,1.0,805.0,1.0,1512.0,1.0
413,60649,2015,812.0,1.0,328.0,1.0,388.0,1.0,661.0,1.0,182.0,1.0,152.0,1.0,553.0,0.9945750452079566,437.0,1.0,396.0,1.0,2468.0,1.0
414,60649,2016,609.0,1.0,323.0,1.0,482.0,1.0,627.0,1.0,172.0,1.0,257.0,1.0,477.0,0.9853249475890985,423.0,1.0,345.0,1.0,2245.0,1.0
415,60649,2017,494.0,0.9777327935222672,310.0,1.0,448.0,0.9977678571428571,736.0,1.0,96.0,1.0,270.0,1.0,846.0,1.0,339.0,1.0,248.0,1.0,1523.0,1.0
417,60651,2010,54.0,1.0,11.0,1.0,33.0,1.0,113.0,1.0,0.0,0.0,10.0,1.0,270.0,1.0,14.0,1.0,14.0,1.0,67.0,1.0
418,60651,2011,1353.0,1.0,331.0,1.0,582.0,1.0,1926.0,1.0,809.0,1.0,1255.0,1.0,730.0,1.0,600.0,1.0,2269.0,1.0,1015.0,1.0
419,60651,2012,705.0,1.0,752.0,1.0,549.0,1.0,2542.0,1.0,1373.0,1.0,1192.0,1.0,906.0,1.0,610.0,1.0,1749.0,1.0,834.0,1.0
420,60651,2013,396.0,1.0,950.0,1.0,419.0,1.0,2134.0,1.0,1342.0,1.0,892.0,1.0,963.0,1.0,601.0,1.0,1651.0,1.0,490.0,1.0
421,60651,2014,713.0,1.0,505.0,1.0,534.0,1.0,2130.0,1.0,1189.0,1.0,770.0,1.0,1193.0,1.0,629.0,1.0,603.0,1.0,1256.0,1.0
422,60651,2015,995.0,1.0,400.0,1.0,695.0,1.0,2225.0,1.0,1028.0,1.0,1075.0,1.0,1104.0,0.9945652173913043,526.0,1.0,320.0,1.0,1731.0,1.0
423,60651,2016,1409.0,1.0,469.0,1.0,927.0,1.0,2244.0,1.0,1119.0,1.0,1431.0,1.0,857.0,1.0,665.0,1.0,399.0,1.0,2375.0,1.0
424,60651,2017,1143.0,0.9536307961504812,482.0,1.0,910.0,1.0,1893.0,1.0,1260.0,1.0,1374.0,1.0,1872.0,1.0,691.0,1.0,362.0,1.0,1769.0,1.0
426,60652,2010,56.0,1.0,6.0,1.0,11.0,1.0,109.0,1.0,0.0,0.0,3.0,1.0,442.0,1.0,4.0,1.0,25.0,1.0,36.0,1.0
427,60652,2011,1046.0,1.0,755.0,1.0,355.0,1.0,1029.0,1.0,738.0,1.0,663.0,1.0,831.0,1.0,391.0,1.0,1483.0,1.0,706.0,1.0
428,60652,2012,407.0,1.0,662.0,1.0,326.0,1.0,1289.0,1.0,1188.0,1.0,831.0,1.0,1007.0,1.0,418.0,1.0,1153.0,1.0,714.0,1.0
429,60652,2013,377.0,1.0,817.0,1.0,314.0,1.0,1072.0,1.0,1754.0,1.0,451.0,1.0,914.0,1.0,370.0,1.0,1139.0,1.0,589.0,1.0
430,60652,2014,568.0,1.0,458.0,1.0,321.0,1.0,1234.0,1.0,958.0,1.0,324.0,1.0,1122.0,1.0,271.0,1.0,755.0,1.0,1862.0,1.0
431,60652,2015,744.0,1.0,395.0,1.0,480.0,1.0,1501.0,1.0,921.0,1.0,289.0,1.0,983.0,0.9898270600203459,254.0,1.0,557.0,1.0,2505.0,1.0
432,60652,2016,735.0,1.0,350.0,1.0,521.0,1.0,1399.0,1.0,1834.0,1.0,555.0,1.0,771.0,0.993514915693904,341.0,1.0,448.0,1.0,2237.0,1.0
433,60652,2017,707.0,0.9759547383309759,383.0,1.0,557.0,0.9982046678635548,1614.0,1.0,1389.0,1.0,834.0,1.0,635.0,1.0,252.0,1.0,459.0,1.0,2263.0,1.0
435,60653,2010,2.0,1.0,0.0,0.0,10.0,1.0,67.0,1.0,0.0,0.0,0.0,0.0,211.0,1.0,4.0,1.0,16.0,1.0,0.0,0.0
436,60653,2011,400.0,1.0,278.0,1.0,226.0,1.0,361.0,1.0,63.0,1.0,242.0,1.0,316.0,1.0,202.0,1.0,675.0,1.0,207.0,1.0
437,60653,2012,96.0,1.0,315.0,1.0,195.0,1.0,402.0,1.0,226.0,1.0,271.0,1.0,314.0,1.0,198.0,1.0,501.0,1.0,181.0,1.0
438,60653,2013,127.0,1.0,183.0,1.0,216.0,1.0,381.0,1.0,272.0,1.0,326.0,1.0,1014.0,1.0,174.0,1.0,688.0,1.0,166.0,1.0
439,60653,2014,184.0,1.0,166.0,1.0,220.0,1.0,334.0,1.0,127.0,1.0,211.0,1.0,522.0,1.0,188.0,1.0,386.0,1.0,586.0,1.0
440,60653,2015,262.0,1.0,130.0,1.0,280.0,1.0,342.0,1.0,156.0,1.0,141.0,1.0,234.0,1.0,182.0,1.0,168.0,1.0,750.0,1.0
441,60653,2016,394.0,1.0,179.0,1.0,339.0,1.0,385.0,1.0,93.0,1.0,242.0,1.0,221.0,1.0,242.0,1.0,126.0,1.0,737.0,1.0
442,60653,2017,215.0,0.9906976744186047,218.0,1.0,351.0,1.0,334.0,1.0,197.0,1.0,248.0,1.0,496.0,1.0,203.0,1.0,97.0,1.0,596.0,0.9983221476510067
444,60654,2010,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0
445,60654,2011,11.0,1.0,1.0,1.0,22.0,1.0,23.0,1.0,750.0,1.0,49.0,1.0,15.0,1.0,38.0,1.0,155.0,1.0,53.0,1.0
446,60654,2012,21.0,1.0,6.0,1.0,16.0,1.0,103.0,1.0,369.0,1.0,88.0,1.0,32.0,1.0,62.0,1.0,147.0,1.0,86.0,1.0
447,60654,2013,9.0,1.0,2.0,1.0,18.0,1.0,16.0,1.0,895.0,1.0,76.0,1.0,29.0,1.0,44.0,1.0,91.0,1.0,72.0,1.0
448,60654,2014,14.0,1.0,4.0,1.0,7.0,1.0,25.0,1.0,866.0,1.0,63.0,1.0,30.0,1.0,37.0,1.0,67.0,1.0,114.0,1.0
449,60654,2015,13.0,1.0,1.0,1.0,27.0,1.0,17.0,1.0,720.0,1.0,104.0,1.0,22.0,1.0,39.0,1.0,90.0,1.0,280.0,1.0
450,60654,2016,18.0,1.0,1.0,1.0,5.0,1.0,11.0,1.0,621.0,1.0,71.0,1.0,30.0,1.0,42.0,1.0,81.0,1.0,203.0,1.0
451,60654,2017,32.0,1.0,6.0,1.0,44.0,1.0,13.0,1.0,721.0,1.0,145.0,1.0,23.0,1.0,50.0,1.0,78.0,1.0,218.0,1.0
453,60655,2010,37.0,1.0,9.0,1.0,5.0,1.0,53.0,1.0,0.0,0.0,1.0,1.0,356.0,1.0,2.0,1.0,5.0,1.0,26.0,1.0
454,60655,2011,522.0,1.0,583.0,1.0,108.0,1.0,762.0,1.0,29.0,1.0,247.0,1.0,789.0,1.0,155.0,1.0,1008.0,1.0,681.0,1.0
455,60655,2012,267.0,1.0,604.0,1.0,83.0,1.0,802.0,1.0,130.0,1.0,344.0,1.0,922.0,1.0,126.0,1.0,735.0,1.0,553.0,1.0
456,60655,2013,209.0,1.0,639.0,1.0,95.0,1.0,689.0,1.0,62.0,1.0,199.0,1.0,730.0,1.0,85.0,1.0,633.0,1.0,473.0,1.0
457,60655,2014,394.0,1.0,773.0,1.0,132.0,1.0,873.0,1.0,65.0,1.0,258.0,1.0,788.0,1.0,78.0,1.0,519.0,1.0,1064.0,1.0
458,60655,2015,299.0,1.0,586.0,1.0,109.0,1.0,774.0,1.0,227.0,1.0,306.0,1.0,815.0,0.9901840490797545,68.0,1.0,322.0,1.0,1494.0,1.0
459,60655,2016,278.0,1.0,582.0,1.0,143.0,1.0,940.0,1.0,289.0,1.0,441.0,1.0,578.0,0.9965397923875432,91.0,1.0,286.0,1.0,1363.0,1.0
460,60655,2017,281.0,0.9715302491103203,381.0,1.0,147.0,1.0,898.0,1.0,149.0,1.0,399.0,1.0,538.0,0.9981412639405205,76.0,1.0,193.0,0.9948186528497409,950.0,0.9947368421052631
462,60656,2010,9.0,1.0,0.0,0.0,9.0,1.0,33.0,1.0,0.0,0.0,0.0,0.0,290.0,1.0,1.0,1.0,0.0,0.0,24.0,1.0
463,60656,2011,466.0,1.0,232.0,1.0,137.0,1.0,496.0,1.0,94.0,1.0,138.0,1.0,502.0,1.0,103.0,1.0,509.0,1.0,557.0,1.0
464,60656,2012,127.0,1.0,217.0,1.0,119.0,1.0,535.0,1.0,191.0,1.0,179.0,1.0,532.0,1.0,106.0,1.0,395.0,1.0,296.0,1.0
465,60656,2013,110.0,1.0,341.0,1.0,155.0,1.0,561.0,1.0,227.0,1.0,163.0,1.0,467.0,1.0,135.0,1.0,316.0,1.0,165.0,1.0
466,60656,2014,133.0,1.0,209.0,1.0,155.0,1.0,401.0,1.0,56.0,1.0,135.0,1.0,486.0,0.9979423868312757,103.0,1.0,241.0,1.0,453.0,1.0
467,60656,2015,187.0,1.0,227.0,1.0,170.0,1.0,461.0,1.0,160.0,1.0,122.0,1.0,632.0,0.9335443037974683,84.0,1.0,183.0,1.0,1065.0,1.0
468,60656,2016,395.0,1.0,179.0,1.0,186.0,1.0,555.0,1.0,196.0,1.0,236.0,1.0,480.0,0.99375,57.0,1.0,130.0,1.0,733.0,1.0
469,60656,2017,211.0,0.985781990521327,173.0,1.0,191.0,1.0,524.0,1.0,84.0,1.0,270.0,1.0,373.0,0.9892761394101877,72.0,1.0,104.0,1.0,644.0,1.0
471,60657,2010,6.0,1.0,0.0,0.0,19.0,1.0,42.0,1.0,0.0,0.0,7.0,1.0,556.0,1.0,1.0,1.0,2.0,1.0,26.0,1.0
472,60657,2011,311.0,1.0,108.0,1.0,383.0,1.0,389.0,1.0,1490.0,1.0,1142.0,1.0,739.0,1.0,315.0,1.0,529.0,1.0,310.0,1.0
473,60657,2012,161.0,1.0,108.0,1.0,302.0,1.0,476.0,1.0,1549.0,1.0,1765.0,1.0,651.0,1.0,340.0,1.0,413.0,1.0,220.0,1.0
474,60657,2013,155.0,1.0,123.0,1.0,248.0,1.0,481.0,1.0,2465.0,1.0,1622.0,1.0,1295.0,1.0,354.0,1.0,400.0,1.0,270.0,1.0
475,60657,2014,130.0,1.0,151.0,1.0,329.0,1.0,505.0,1.0,2379.0,1.0,1522.0,1.0,1266.0,1.0,375.0,1.0,189.0,1.0,456.0,1.0
476,60657,2015,170.0,1.0,85.0,1.0,423.0,1.0,452.0,1.0,2443.0,1.0,1444.0,1.0,484.0,0.9979338842975206,448.0,1.0,141.0,1.0,723.0,1.0
477,60657,2016,436.0,1.0,151.0,1.0,333.0,1.0,879.0,1.0,3138.0,1.0,1507.0,1.0,658.0,1.0,402.0,1.0,174.0,1.0,1007.0,1.0
478,60657,2017,206.0,0.9854368932038835,115.0,1.0,314.0,0.9968152866242038,896.0,1.0,3099.0,1.0,1322.0,1.0,663.0,1.0,447.0,1.0,126.0,1.0,887.0,0.9988726042841037
480,60659,2010,18.0,1.0,0.0,0.0,8.0,1.0,34.0,1.0,0.0,0.0,0.0,0.0,231.0,1.0,5.0,1.0,0.0,0.0,2.0,1.0
481,60659,2011,537.0,1.0,188.0,1.0,335.0,1.0,447.0,1.0,756.0,1.0,888.0,1.0,401.0,1.0,249.0,1.0,554.0,1.0,272.0,1.0
482,60659,2012,228.0,1.0,181.0,1.0,384.0,1.0,528.0,1.0,1385.0,1.0,1115.0,1.0,616.0,1.0,247.0,1.0,434.0,1.0,203.0,1.0
483,60659,2013,136.0,1.0,342.0,1.0,357.0,1.0,521.0,1.0,2000.0,1.0,889.0,1.0,1338.0,1.0,240.0,1.0,301.0,1.0,199.0,1.0
484,60659,2014,188.0,1.0,243.0,1.0,447.0,1.0,578.0,1.0,2346.0,1.0,1052.0,1.0,584.0,1.0,260.0,1.0,202.0,1.0,416.0,1.0
485,60659,2015,214.0,1.0,312.0,1.0,389.0,1.0,567.0,1.0,2523.0,1.0,1181.0,1.0,578.0,0.9844290657439446,271.0,1.0,113.0,1.0,442.0,1.0
486,60659,2016,364.0,1.0,234.0,1.0,541.0,1.0,763.0,1.0,2059.0,1.0,1383.0,1.0,434.0,0.9976958525345622,346.0,1.0,121.0,1.0,589.0,1.0
487,60659,2017,217.0,0.9861751152073732,220.0,1.0,535.0,1.0,634.0,1.0,1011.0,1.0,1216.0,1.0,434.0,1.0,317.0,1.0,88.0,1.0,495.0,1.0
489,60660,2010,5.0,1.0,0.0,0.0,11.0,1.0,9.0,1.0,0.0,0.0,1.0,1.0,174.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0
490,60660,2011,269.0,1.0,138.0,1.0,224.0,1.0,143.0,1.0,901.0,1.0,283.0,1.0,414.0,1.0,178.0,1.0,547.0,1.0,275.0,1.0
491,60660,2012,170.0,1.0,123.0,1.0,232.0,1.0,197.0,1.0,1120.0,1.0,392.0,1.0,464.0,1.0,143.0,1.0,402.0,1.0,163.0,1.0
492,60660,2013,127.0,1.0,121.0,1.0,295.0,1.0,183.0,1.0,1537.0,1.0,436.0,1.0,609.0,1.0,106.0,1.0,336.0,1.0,114.0,1.0
493,60660,2014,143.0,1.0,121.0,1.0,347.0,1.0,210.0,1.0,1074.0,1.0,492.0,1.0,570.0,1.0,105.0,1.0,149.0,1.0,285.0,1.0
494,60660,2015,113.0,1.0,127.0,1.0,280.0,1.0,192.0,1.0,1216.0,1.0,527.0,1.0,301.0,0.9900332225913622,91.0,1.0,126.0,1.0,532.0,1.0
495,60660,2016,148.0,1.0,133.0,1.0,306.0,1.0,209.0,1.0,859.0,1.0,794.0,1.0,352.0,0.9971590909090909,132.0,1.0,72.0,1.0,327.0,1.0
